job_title,company,location,industry,experience_level,salary_usd,remote,required_skills,description,posted_date
AI Platform Engineer,AIWorks,"Boston, USA",Cloud Services,Entry,119370,No,"langchain, docker, transformers, sql, deep learning, spark","We are looking for a AI Platform Engineer with experience in langchain, docker, transformers, sql, deep learning, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-22 17:45:48.111932
AI Platform Engineer,SkyNetics,"New York, USA",Retail,Mid,211375,No,"langchain, transformers, scikit-learn, nlp, gcp, vector databases","We are looking for a AI Platform Engineer with experience in langchain, transformers, scikit-learn, nlp, gcp, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.111942
MLOps Engineer,NeuralStack,"San Francisco, USA",Healthcare,Mid,169514,Yes,"tensorflow, aws, kubernetes, vector databases","We are looking for a MLOps Engineer with experience in tensorflow, aws, kubernetes, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-16 17:45:48.111951
Applied AI Scientist,NeuralStack,"San Francisco, USA",Cloud Services,Mid,205827,No,"vector databases, kubernetes, spark, pytorch","We are looking for a Applied AI Scientist with experience in vector databases, kubernetes, spark, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-29 17:45:48.111959
Deep Learning Engineer,SkyNetics,"Berlin, Germany",Retail,Mid,217420,Yes,"spark, mlops, transformers, pandas, tensorflow, computer vision, kubernetes","We are looking for a Deep Learning Engineer with experience in spark, mlops, transformers, pandas, tensorflow, computer vision, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.111970
Deep Learning Engineer,NeuralStack,"Seattle, USA",Cloud Services,Entry,205054,Yes,"computer vision, docker, sql, langchain, tensorflow, machine learning","We are looking for a Deep Learning Engineer with experience in computer vision, docker, sql, langchain, tensorflow, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-19 17:45:48.111980
Machine Learning Engineer,VisionAI Labs,"London, UK",Cloud Services,Senior,218216,Yes,"pandas, spark, langchain, tensorflow, vector databases, kubernetes","We are looking for a Machine Learning Engineer with experience in pandas, spark, langchain, tensorflow, vector databases, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-07 17:45:48.111990
Applied AI Scientist,TechNova,"New York, USA",Cloud Services,Entry,161118,Yes,"computer vision, airflow, deep learning, docker, gcp, sql, spark","We are looking for a Applied AI Scientist with experience in computer vision, airflow, deep learning, docker, gcp, sql, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-30 17:45:48.112001
Computer Vision Engineer,VisionAI Labs,"Toronto, Canada",Finance,Senior,105684,Yes,"transformers, gcp, tensorflow, computer vision, aws","We are looking for a Computer Vision Engineer with experience in transformers, gcp, tensorflow, computer vision, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-14 17:45:48.112010
AI Research Engineer,AIWorks,"Berlin, Germany",Finance,Senior,99442,No,"scikit-learn, python, sql, airflow, tensorflow","We are looking for a AI Research Engineer with experience in scikit-learn, python, sql, airflow, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.112020
LLM Engineer,NeuralStack,Remote,Healthcare,Senior,136354,No,"gcp, vector databases, airflow, kubernetes","We are looking for a LLM Engineer with experience in gcp, vector databases, airflow, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-23 17:45:48.112031
NLP Engineer,VisionAI Labs,"Bangalore, India",Retail,Entry,184655,No,"pandas, tensorflow, docker, mlops, spark, computer vision, transformers","We are looking for a NLP Engineer with experience in pandas, tensorflow, docker, mlops, spark, computer vision, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-31 17:45:48.112045
Deep Learning Engineer,NextGen Analytics,"San Francisco, USA",Cloud Services,Mid,191964,Yes,"nlp, aws, pandas, vector databases, machine learning, mlops, tensorflow","We are looking for a Deep Learning Engineer with experience in nlp, aws, pandas, vector databases, machine learning, mlops, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-16 17:45:48.112055
AI Engineer,CloudSphere,Remote,Finance,Mid,180537,Yes,"docker, aws, computer vision, gcp, sql, pandas, transformers","We are looking for a AI Engineer with experience in docker, aws, computer vision, gcp, sql, pandas, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-06 17:45:48.112065
Machine Learning Engineer,BlueCore Systems,"San Francisco, USA",Technology,Entry,159830,No,"spark, langchain, python, sql, tensorflow","We are looking for a Machine Learning Engineer with experience in spark, langchain, python, sql, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.112076
Applied AI Scientist,SkyNetics,"Bangalore, India",Healthcare,Mid,198449,No,"computer vision, scikit-learn, spark, azure, airflow","We are looking for a Applied AI Scientist with experience in computer vision, scikit-learn, spark, azure, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-21 17:45:48.112085
Applied AI Scientist,TechNova,"Seattle, USA",Cloud Services,Mid,97211,No,"scikit-learn, mlops, tensorflow, transformers, langchain","We are looking for a Applied AI Scientist with experience in scikit-learn, mlops, tensorflow, transformers, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.112095
Data Scientist,NeuralStack,"Bangalore, India",Healthcare,Entry,178182,Yes,"gcp, transformers, sql, docker, python, tensorflow, spark","We are looking for a Data Scientist with experience in gcp, transformers, sql, docker, python, tensorflow, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-29 17:45:48.112105
Applied AI Scientist,QuantumLeap Tech,"Toronto, Canada",Cybersecurity,Mid,120893,No,"spark, mlops, nlp, aws","We are looking for a Applied AI Scientist with experience in spark, mlops, nlp, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-25 17:45:48.112117
AI Research Engineer,NeuralStack,"New York, USA",Retail,Mid,188695,No,"vector databases, scikit-learn, mlops, aws, airflow, sql","We are looking for a AI Research Engineer with experience in vector databases, scikit-learn, mlops, aws, airflow, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-10 17:45:48.112128
Cloud AI Engineer,CloudSphere,"Bangalore, India",Technology,Entry,143547,No,"machine learning, tensorflow, scikit-learn, mlops, nlp","We are looking for a Cloud AI Engineer with experience in machine learning, tensorflow, scikit-learn, mlops, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-03 17:45:48.112137
LLM Engineer,NextGen Analytics,"Berlin, Germany",Finance,Senior,182968,No,"pandas, mlops, transformers, docker, airflow, machine learning, langchain","We are looking for a LLM Engineer with experience in pandas, mlops, transformers, docker, airflow, machine learning, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-26 17:45:48.112148
AI Engineer,SkyNetics,"San Francisco, USA",Cybersecurity,Entry,106008,Yes,"airflow, nlp, spark, machine learning","We are looking for a AI Engineer with experience in airflow, nlp, spark, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.112156
MLOps Engineer,DataForge,"Boston, USA",Technology,Senior,174094,No,"scikit-learn, airflow, computer vision, mlops, transformers, python","We are looking for a MLOps Engineer with experience in scikit-learn, airflow, computer vision, mlops, transformers, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-03 17:45:48.112167
AI Platform Engineer,QuantumLeap Tech,"London, UK",Retail,Mid,198765,No,"aws, tensorflow, deep learning, gcp, computer vision, python","We are looking for a AI Platform Engineer with experience in aws, tensorflow, deep learning, gcp, computer vision, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-16 17:45:48.112177
AI Engineer,NeuralStack,"Boston, USA",Finance,Mid,114266,No,"deep learning, azure, spark, machine learning","We are looking for a AI Engineer with experience in deep learning, azure, spark, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-05 17:45:48.112186
Deep Learning Engineer,NeuralStack,"Boston, USA",Healthcare,Mid,186672,Yes,"kubernetes, spark, pandas, deep learning, azure, python, vector databases","We are looking for a Deep Learning Engineer with experience in kubernetes, spark, pandas, deep learning, azure, python, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.112197
AI Engineer,NeuralStack,"Seattle, USA",Cloud Services,Mid,146061,No,"docker, scikit-learn, gcp, aws","We are looking for a AI Engineer with experience in docker, scikit-learn, gcp, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-06 17:45:48.112206
Applied AI Scientist,TechNova,"Austin, USA",Finance,Senior,97093,No,"spark, python, aws, nlp","We are looking for a Applied AI Scientist with experience in spark, python, aws, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-16 17:45:48.112215
AI Research Engineer,NextGen Analytics,"Berlin, Germany",Technology,Mid,192158,Yes,"mlops, vector databases, gcp, aws","We are looking for a AI Research Engineer with experience in mlops, vector databases, gcp, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.112226
Computer Vision Engineer,TechNova,"Austin, USA",Technology,Entry,147504,No,"langchain, transformers, gcp, azure, aws, docker","We are looking for a Computer Vision Engineer with experience in langchain, transformers, gcp, azure, aws, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-02 17:45:48.112237
AI Research Engineer,DataForge,Remote,Cloud Services,Mid,122502,No,"docker, pytorch, computer vision, pandas, mlops","We are looking for a AI Research Engineer with experience in docker, pytorch, computer vision, pandas, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-28 17:45:48.112247
NLP Engineer,NextGen Analytics,"Berlin, Germany",Healthcare,Entry,96470,Yes,"mlops, pytorch, gcp, pandas, nlp, scikit-learn","We are looking for a NLP Engineer with experience in mlops, pytorch, gcp, pandas, nlp, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.112257
LLM Engineer,AIWorks,"San Francisco, USA",Technology,Mid,142681,Yes,"langchain, pandas, scikit-learn, vector databases","We are looking for a LLM Engineer with experience in langchain, pandas, scikit-learn, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.112269
AI Engineer,DataForge,"Seattle, USA",Retail,Mid,116496,No,"mlops, computer vision, scikit-learn, airflow, gcp","We are looking for a AI Engineer with experience in mlops, computer vision, scikit-learn, airflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.112282
Cloud AI Engineer,NextGen Analytics,"London, UK",Retail,Mid,170181,No,"pytorch, sql, gcp, pandas","We are looking for a Cloud AI Engineer with experience in pytorch, sql, gcp, pandas. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-29 17:45:48.112292
Machine Learning Engineer,NextGen Analytics,"Boston, USA",Cybersecurity,Senior,166175,Yes,"nlp, computer vision, scikit-learn, docker, kubernetes","We are looking for a Machine Learning Engineer with experience in nlp, computer vision, scikit-learn, docker, kubernetes. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-23 17:45:48.112301
LLM Engineer,AIWorks,Remote,Healthcare,Mid,94807,No,"pandas, azure, python, spark","We are looking for a LLM Engineer with experience in pandas, azure, python, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-13 17:45:48.112309
Cloud AI Engineer,CloudSphere,"New York, USA",Retail,Entry,172839,No,"spark, nlp, vector databases, pytorch","We are looking for a Cloud AI Engineer with experience in spark, nlp, vector databases, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-24 17:45:48.112319
Machine Learning Engineer,VisionAI Labs,"Bangalore, India",Healthcare,Senior,102203,Yes,"vector databases, python, computer vision, scikit-learn, transformers, spark, docker","We are looking for a Machine Learning Engineer with experience in vector databases, python, computer vision, scikit-learn, transformers, spark, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.112332
Deep Learning Engineer,QuantumLeap Tech,"Berlin, Germany",Healthcare,Mid,161455,No,"nlp, python, computer vision, deep learning, machine learning, vector databases","We are looking for a Deep Learning Engineer with experience in nlp, python, computer vision, deep learning, machine learning, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-24 17:45:48.112342
NLP Engineer,SkyNetics,Remote,Retail,Senior,175528,Yes,"pandas, nlp, transformers, mlops, airflow, sql","We are looking for a NLP Engineer with experience in pandas, nlp, transformers, mlops, airflow, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.112353
Applied AI Scientist,BlueCore Systems,"Seattle, USA",Retail,Senior,118204,No,"scikit-learn, python, vector databases, pytorch","We are looking for a Applied AI Scientist with experience in scikit-learn, python, vector databases, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-31 17:45:48.112362
NLP Engineer,NeuralStack,"London, UK",Cloud Services,Senior,106856,Yes,"kubernetes, python, spark, computer vision, sql","We are looking for a NLP Engineer with experience in kubernetes, python, spark, computer vision, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-16 17:45:48.112371
AI Research Engineer,BlueCore Systems,"Berlin, Germany",Healthcare,Senior,172731,No,"langchain, machine learning, pandas, docker, sql, azure","We are looking for a AI Research Engineer with experience in langchain, machine learning, pandas, docker, sql, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-27 17:45:48.112381
LLM Engineer,SkyNetics,"Bangalore, India",Retail,Senior,184563,Yes,"airflow, kubernetes, docker, azure, deep learning, sql","We are looking for a LLM Engineer with experience in airflow, kubernetes, docker, azure, deep learning, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-26 17:45:48.112391
Applied AI Scientist,NextGen Analytics,"Boston, USA",Technology,Mid,148056,No,"mlops, airflow, deep learning, tensorflow, spark, vector databases, azure","We are looking for a Applied AI Scientist with experience in mlops, airflow, deep learning, tensorflow, spark, vector databases, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-04 17:45:48.112402
MLOps Engineer,SkyNetics,"Toronto, Canada",Finance,Senior,177644,Yes,"transformers, docker, langchain, tensorflow, aws, sql, computer vision","We are looking for a MLOps Engineer with experience in transformers, docker, langchain, tensorflow, aws, sql, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-24 17:45:48.112413
AI Research Engineer,NeuralStack,"Austin, USA",Finance,Entry,208008,Yes,"scikit-learn, spark, pandas, kubernetes, nlp, airflow","We are looking for a AI Research Engineer with experience in scikit-learn, spark, pandas, kubernetes, nlp, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-09 17:45:48.112423
Computer Vision Engineer,DataForge,"Berlin, Germany",Finance,Mid,101694,No,"nlp, pandas, sql, gcp, scikit-learn, python, docker","We are looking for a Computer Vision Engineer with experience in nlp, pandas, sql, gcp, scikit-learn, python, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-09 17:45:48.112437
Computer Vision Engineer,CloudSphere,"New York, USA",Cybersecurity,Entry,190453,Yes,"transformers, docker, aws, python","We are looking for a Computer Vision Engineer with experience in transformers, docker, aws, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-15 17:45:48.112446
Deep Learning Engineer,SkyNetics,"Seattle, USA",Finance,Senior,170454,No,"mlops, aws, sql, vector databases, nlp, spark","We are looking for a Deep Learning Engineer with experience in mlops, aws, sql, vector databases, nlp, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-09 17:45:48.112456
MLOps Engineer,SkyNetics,"New York, USA",Retail,Entry,212721,No,"nlp, machine learning, pytorch, airflow","We are looking for a MLOps Engineer with experience in nlp, machine learning, pytorch, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.112465
NLP Engineer,QuantumLeap Tech,"Austin, USA",Healthcare,Senior,133052,No,"pytorch, azure, sql, langchain, spark, scikit-learn","We are looking for a NLP Engineer with experience in pytorch, azure, sql, langchain, spark, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-28 17:45:48.112481
Cloud AI Engineer,SkyNetics,"Boston, USA",Retail,Mid,178188,Yes,"pytorch, deep learning, nlp, pandas, sql","We are looking for a Cloud AI Engineer with experience in pytorch, deep learning, nlp, pandas, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-11 17:45:48.112498
Applied AI Scientist,AIWorks,"Boston, USA",Finance,Entry,145508,No,"aws, docker, tensorflow, azure","We are looking for a Applied AI Scientist with experience in aws, docker, tensorflow, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-06 17:45:48.112511
AI Engineer,VisionAI Labs,"New York, USA",Cybersecurity,Senior,214862,Yes,"python, azure, spark, pytorch, airflow","We are looking for a AI Engineer with experience in python, azure, spark, pytorch, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-19 17:45:48.112521
NLP Engineer,BlueCore Systems,"Seattle, USA",Finance,Senior,174961,No,"python, gcp, kubernetes, aws","We are looking for a NLP Engineer with experience in python, gcp, kubernetes, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-11 17:45:48.112530
Applied AI Scientist,BlueCore Systems,"San Francisco, USA",Retail,Entry,195227,No,"docker, aws, langchain, machine learning, python, sql, transformers","We are looking for a Applied AI Scientist with experience in docker, aws, langchain, machine learning, python, sql, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-19 17:45:48.112540
AI Engineer,QuantumLeap Tech,"Seattle, USA",Retail,Senior,178994,No,"tensorflow, airflow, nlp, scikit-learn","We are looking for a AI Engineer with experience in tensorflow, airflow, nlp, scikit-learn. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-04 17:45:48.112549
Computer Vision Engineer,TechNova,"Bangalore, India",Healthcare,Senior,96645,Yes,"mlops, docker, python, computer vision","We are looking for a Computer Vision Engineer with experience in mlops, docker, python, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.112558
Machine Learning Engineer,TechNova,"New York, USA",Cloud Services,Mid,212441,Yes,"nlp, docker, langchain, machine learning, pytorch, python","We are looking for a Machine Learning Engineer with experience in nlp, docker, langchain, machine learning, pytorch, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-12 17:45:48.112576
Machine Learning Engineer,NeuralStack,"Boston, USA",Cybersecurity,Senior,170952,Yes,"deep learning, docker, aws, mlops","We are looking for a Machine Learning Engineer with experience in deep learning, docker, aws, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-31 17:45:48.112592
Machine Learning Engineer,CloudSphere,"Seattle, USA",Retail,Mid,182146,No,"airflow, langchain, nlp, deep learning, computer vision","We are looking for a Machine Learning Engineer with experience in airflow, langchain, nlp, deep learning, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.112611
LLM Engineer,VisionAI Labs,"Berlin, Germany",Cybersecurity,Mid,213422,No,"airflow, kubernetes, computer vision, vector databases, langchain, scikit-learn, pytorch","We are looking for a LLM Engineer with experience in airflow, kubernetes, computer vision, vector databases, langchain, scikit-learn, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-30 17:45:48.112622
Data Scientist,BlueCore Systems,"Austin, USA",Healthcare,Entry,182620,Yes,"kubernetes, machine learning, pytorch, spark, mlops, transformers","We are looking for a Data Scientist with experience in kubernetes, machine learning, pytorch, spark, mlops, transformers. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-12 17:45:48.112631
Applied AI Scientist,CloudSphere,"New York, USA",Technology,Entry,172495,Yes,"langchain, aws, spark, docker, pytorch","We are looking for a Applied AI Scientist with experience in langchain, aws, spark, docker, pytorch. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-21 17:45:48.112641
LLM Engineer,CloudSphere,"Berlin, Germany",Cloud Services,Entry,103287,Yes,"sql, docker, mlops, pandas, aws, vector databases","We are looking for a LLM Engineer with experience in sql, docker, mlops, pandas, aws, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-03 17:45:48.112651
AI Research Engineer,SkyNetics,"New York, USA",Cloud Services,Senior,144315,Yes,"computer vision, tensorflow, scikit-learn, aws, kubernetes, spark, docker","We are looking for a AI Research Engineer with experience in computer vision, tensorflow, scikit-learn, aws, kubernetes, spark, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-12 17:45:48.112661
AI Platform Engineer,AIWorks,"New York, USA",Technology,Mid,210359,Yes,"docker, tensorflow, transformers, kubernetes, langchain, gcp","We are looking for a AI Platform Engineer with experience in docker, tensorflow, transformers, kubernetes, langchain, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-01 17:45:48.112673
AI Platform Engineer,CloudSphere,"Seattle, USA",Cybersecurity,Senior,145550,Yes,"spark, vector databases, airflow, gcp","We are looking for a AI Platform Engineer with experience in spark, vector databases, airflow, gcp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-20 17:45:48.112682
NLP Engineer,AIWorks,"San Francisco, USA",Finance,Entry,100655,No,"machine learning, computer vision, langchain, gcp, tensorflow, spark","We are looking for a NLP Engineer with experience in machine learning, computer vision, langchain, gcp, tensorflow, spark. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-23 17:45:48.112692
MLOps Engineer,CloudSphere,"New York, USA",Cybersecurity,Entry,127531,Yes,"gcp, scikit-learn, machine learning, mlops, spark, vector databases, airflow","We are looking for a MLOps Engineer with experience in gcp, scikit-learn, machine learning, mlops, spark, vector databases, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-22 17:45:48.112703
Applied AI Scientist,NextGen Analytics,"Bangalore, India",Healthcare,Senior,147567,No,"pytorch, python, computer vision, azure, spark, vector databases","We are looking for a Applied AI Scientist with experience in pytorch, python, computer vision, azure, spark, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-24 17:45:48.112713
AI Engineer,NeuralStack,"Austin, USA",Retail,Mid,128852,Yes,"nlp, spark, langchain, azure, aws","We are looking for a AI Engineer with experience in nlp, spark, langchain, azure, aws. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-17 17:45:48.112725
AI Engineer,NeuralStack,"London, UK",Cybersecurity,Mid,163990,No,"mlops, nlp, kubernetes, airflow","We are looking for a AI Engineer with experience in mlops, nlp, kubernetes, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-13 17:45:48.112734
Machine Learning Engineer,CloudSphere,"Austin, USA",Retail,Senior,109821,No,"machine learning, transformers, mlops, sql, pytorch, computer vision","We are looking for a Machine Learning Engineer with experience in machine learning, transformers, mlops, sql, pytorch, computer vision. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.112744
AI Platform Engineer,NextGen Analytics,"Bangalore, India",Cybersecurity,Senior,198627,Yes,"gcp, scikit-learn, langchain, nlp, python, airflow","We are looking for a AI Platform Engineer with experience in gcp, scikit-learn, langchain, nlp, python, airflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-03-08 17:45:48.112754
Applied AI Scientist,TechNova,"Berlin, Germany",Technology,Mid,108152,No,"tensorflow, kubernetes, airflow, sql","We are looking for a Applied AI Scientist with experience in tensorflow, kubernetes, airflow, sql. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-13 17:45:48.112763
MLOps Engineer,NeuralStack,"Berlin, Germany",Finance,Entry,147520,Yes,"machine learning, airflow, sql, deep learning, mlops","We are looking for a MLOps Engineer with experience in machine learning, airflow, sql, deep learning, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-10 17:45:48.112823
AI Engineer,AIWorks,"Seattle, USA",Cloud Services,Entry,202270,No,"python, deep learning, azure, machine learning","We are looking for a AI Engineer with experience in python, deep learning, azure, machine learning. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-18 17:45:48.112838
Cloud AI Engineer,TechNova,"Austin, USA",Cybersecurity,Entry,215333,Yes,"transformers, airflow, aws, gcp, azure, sql, python","We are looking for a Cloud AI Engineer with experience in transformers, airflow, aws, gcp, azure, sql, python. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-25 17:45:48.112849
Deep Learning Engineer,CloudSphere,"Boston, USA",Healthcare,Senior,172407,Yes,"vector databases, transformers, spark, pytorch, machine learning, azure","We are looking for a Deep Learning Engineer with experience in vector databases, transformers, spark, pytorch, machine learning, azure. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-07 17:45:48.112859
MLOps Engineer,BlueCore Systems,Remote,Cloud Services,Mid,140581,No,"aws, pytorch, azure, transformers, sql, python, docker","We are looking for a MLOps Engineer with experience in aws, pytorch, azure, transformers, sql, python, docker. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-24 17:45:48.112869
Deep Learning Engineer,BlueCore Systems,"Berlin, Germany",Cloud Services,Senior,105907,Yes,"langchain, mlops, pytorch, deep learning, pandas, vector databases, tensorflow","We are looking for a Deep Learning Engineer with experience in langchain, mlops, pytorch, deep learning, pandas, vector databases, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-20 17:45:48.112883
Computer Vision Engineer,NeuralStack,"Austin, USA",Cloud Services,Entry,187206,No,"langchain, python, scikit-learn, tensorflow","We are looking for a Computer Vision Engineer with experience in langchain, python, scikit-learn, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-17 17:45:48.112892
AI Research Engineer,AIWorks,"San Francisco, USA",Cloud Services,Mid,180924,Yes,"spark, langchain, azure, pandas, deep learning, docker, tensorflow","We are looking for a AI Research Engineer with experience in spark, langchain, azure, pandas, deep learning, docker, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-18 17:45:48.112903
NLP Engineer,SkyNetics,"New York, USA",Finance,Entry,199544,No,"spark, nlp, aws, azure, gcp, transformers, vector databases","We are looking for a NLP Engineer with experience in spark, nlp, aws, azure, gcp, transformers, vector databases. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-26 17:45:48.112917
AI Research Engineer,SkyNetics,"Berlin, Germany",Cloud Services,Mid,114980,Yes,"airflow, vector databases, gcp, mlops, tensorflow","We are looking for a AI Research Engineer with experience in airflow, vector databases, gcp, mlops, tensorflow. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-22 17:45:48.112927
Machine Learning Engineer,NextGen Analytics,"Toronto, Canada",Technology,Mid,205436,Yes,"kubernetes, pytorch, deep learning, transformers, langchain","We are looking for a Machine Learning Engineer with experience in kubernetes, pytorch, deep learning, transformers, langchain. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-01-30 17:45:48.112940
MLOps Engineer,DataForge,"Toronto, Canada",Retail,Mid,106658,No,"aws, machine learning, pandas, mlops","We are looking for a MLOps Engineer with experience in aws, machine learning, pandas, mlops. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2025-12-14 17:45:48.112948
Data Scientist,NeuralStack,"Austin, USA",Cloud Services,Mid,111556,Yes,"tensorflow, vector databases, python, pandas, scikit-learn, nlp","We are looking for a Data Scientist with experience in tensorflow, vector databases, python, pandas, scikit-learn, nlp. The candidate will build AI solutions, develop models, and work with cloud infrastructure.",2026-02-24 17:45:48.112961
